REF_DATE,GEO,DGUID,Gender (3a),Age (8G),Statistics (5),Coordinate,Indigenous identity (9):Total - Indigenous identity[1],Symbol,Indigenous identity (9):Indigenous identity[2],Symbol,Indigenous identity (9):Single Indigenous responses[3],Symbol,Indigenous identity (9):First Nations (North American Indian)[4],Symbol,Indigenous identity (9):Métis[5],Symbol,Indigenous identity (9):Inuk (Inuit)[6],Symbol,Indigenous identity (9):Multiple Indigenous responses[7],Symbol,Indigenous identity (9):Indigenous responses not included elsewhere[8],Symbol,Indigenous identity (9):Non-Indigenous identity[9],Symbol
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Total - Gender,Total - Age,% distribution (2021),148.1.1.3,100,,10.7,,10.7,,7.1,,0,,0,,0,,0,,89.3,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Total - Gender,Total - Age,% distribution (2016),148.1.1.4,100,,9.7,,8.4,,8.4,,0,,0,,0,,0,,90.3,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Total - Gender,Total - Age,% change (2016 to 2021),148.1.1.5,-9.1,,14.3,,7.7,,-15.4,,0,...,0,...,0,...,0,...,-10.1,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Total - Gender,0 to 14 years,2021 Counts,148.1.2.1,50,,20,,20,,15,,0,,0,,0,,0,,25,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Total - Gender,0 to 14 years,2016 Counts,148.1.2.2,95,,25,,25,,25,,0,,0,,0,,0,,75,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Total - Gender,0 to 14 years,% distribution (2021),148.1.2.3,100,,40,,40,,30,,0,,0,,0,,0,,50,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Total - Gender,0 to 14 years,% distribution (2016),148.1.2.4,100,,26.3,,26.3,,26.3,,0,,0,,0,,0,,78.9,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Total - Gender,0 to 14 years,% change (2016 to 2021),148.1.2.5,-47.4,,-20,,-20,,-40,,0,...,0,...,0,...,0,...,-60,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Total - Gender,15 to 24 years,2021 Counts,148.1.3.1,45,,10,,10,,0,,0,,0,,0,,0,,40,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Total - Gender,15 to 24 years,2016 Counts,148.1.3.2,50,,0,,0,,0,,0,,0,,0,,0,,50,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Total - Gender,15 to 24 years,% distribution (2021),148.1.3.3,100,,22.2,,22.2,,0,,0,,0,,0,,0,,88.9,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Total - Gender,15 to 24 years,% distribution (2016),148.1.3.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Total - Gender,15 to 24 years,% change (2016 to 2021),148.1.3.5,0,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,-100,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Total - Gender,25 to 34 years,2021 Counts,148.1.4.1,60,,0,,0,,0,,0,,0,,0,,0,,55,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Total - Gender,25 to 34 years,2016 Counts,148.1.4.2,45,,15,,10,,10,,0,,0,,0,,0,,25,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Total - Gender,25 to 34 years,% distribution (2021),148.1.4.3,100,,0,,0,,0,,0,,0,,0,,0,,91.7,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Total - Gender,25 to 34 years,% distribution (2016),148.1.4.4,100,,33.3,,22.2,,22.2,,0,,0,,0,,0,,55.6,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Total - Gender,25 to 34 years,% change (2016 to 2021),148.1.4.5,44.4,,-100,,-100,,-100,,0,...,0,...,0,...,0,...,-100,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Total - Gender,35 to 44 years,2021 Counts,148.1.5.1,50,,10,,10,,10,,0,,0,,0,,0,,40,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Total - Gender,35 to 44 years,2016 Counts,148.1.5.2,65,,0,,0,,0,,0,,0,,0,,0,,60,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Total - Gender,35 to 44 years,% distribution (2021),148.1.5.3,100,,20,,20,,20,,0,,0,,0,,0,,80,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Total - Gender,35 to 44 years,% distribution (2016),148.1.5.4,100,,0,,0,,0,,0,,0,,0,,0,,92.3,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Total - Gender,35 to 44 years,% change (2016 to 2021),148.1.5.5,-23.1,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Total - Gender,45 to 54 years,2021 Counts,148.1.6.1,70,,0,,0,,0,,0,,0,,0,,0,,60,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Total - Gender,45 to 54 years,2016 Counts,148.1.6.2,120,,0,,0,,0,,0,,0,,0,,0,,115,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Total - Gender,45 to 54 years,% distribution (2021),148.1.6.3,100,,0,,0,,0,,0,,0,,0,,0,,85.7,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Total - Gender,45 to 54 years,% distribution (2016),148.1.6.4,100,,0,,0,,0,,0,,0,,0,,0,,95.8,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Total - Gender,45 to 54 years,% change (2016 to 2021),148.1.6.5,-45.8,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Total - Gender,55 to 64 years,2021 Counts,148.1.7.1,165,,0,,0,,0,,0,,0,,0,,0,,155,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Total - Gender,55 to 64 years,2016 Counts,148.1.7.2,180,,25,,20,,20,,0,,0,,0,,0,,155,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Total - Gender,55 to 64 years,% distribution (2021),148.1.7.3,100,,0,,0,,0,,0,,0,,0,,0,,93.9,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Total - Gender,55 to 64 years,% distribution (2016),148.1.7.4,100,,13.9,,11.1,,11.1,,0,,0,,0,,0,,86.1,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Total - Gender,55 to 64 years,% change (2016 to 2021),148.1.7.5,-8.3,,-60,,-100,,-100,,0,...,0,...,0,...,0,...,0,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Total - Gender,65 years and over,2021 Counts,148.1.8.1,255,,10,,10,,0,,0,,0,,0,,0,,245,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Total - Gender,65 years and over,2016 Counts,148.1.8.2,215,,0,,0,,0,,0,,0,,0,,0,,215,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Total - Gender,65 years and over,% distribution (2021),148.1.8.3,100,,3.9,,3.9,,0,,0,,0,,0,,0,,96.1,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Total - Gender,65 years and over,% distribution (2016),148.1.8.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Total - Gender,65 years and over,% change (2016 to 2021),148.1.8.5,18.6,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,16.3,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Men+,Total - Age,2021 Counts,148.2.1.1,365,,40,,35,,25,,0,,0,,0,,0,,325,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Men+,Total - Age,2016 Counts,148.2.1.2,390,,20,,20,,20,,0,,0,,0,,0,,370,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Men+,Total - Age,% distribution (2021),148.2.1.3,100,,11,,9.6,,6.8,,0,,0,,0,,0,,89,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Men+,Total - Age,% distribution (2016),148.2.1.4,100,,5.1,,5.1,,5.1,,0,,0,,0,,0,,94.9,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Men+,Total - Age,% change (2016 to 2021),148.2.1.5,-7.7,,100,,75,,0,,0,...,0,...,0,...,0,...,-13.5,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Men+,0 to 14 years,2021 Counts,148.2.2.1,35,,20,,20,,15,,0,,0,,0,,0,,10,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Men+,0 to 14 years,2016 Counts,148.2.2.2,60,,15,,15,,15,,0,,0,,0,,0,,45,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Men+,0 to 14 years,% distribution (2021),148.2.2.3,100,,57.1,,57.1,,42.9,,0,,0,,0,,0,,28.6,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Men+,0 to 14 years,% distribution (2016),148.2.2.4,100,,25,,25,,25,,0,,0,,0,,0,,75,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Men+,0 to 14 years,% change (2016 to 2021),148.2.2.5,-41.7,,33.3,,33.3,,0,,0,...,0,...,0,...,0,...,-66.7,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Men+,15 to 24 years,2021 Counts,148.2.3.1,30,,0,,0,,0,,0,,0,,0,,0,,20,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Men+,15 to 24 years,2016 Counts,148.2.3.2,25,,0,,0,,0,,0,,0,,0,,0,,25,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Men+,15 to 24 years,% distribution (2021),148.2.3.3,100,,0,,0,,0,,0,,0,,0,,0,,66.7,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Men+,15 to 24 years,% distribution (2016),148.2.3.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Men+,15 to 24 years,% change (2016 to 2021),148.2.3.5,0,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,-100,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Men+,25 to 34 years,2021 Counts,148.2.4.1,30,,0,,0,,0,,0,,0,,0,,0,,30,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Men+,25 to 34 years,2016 Counts,148.2.4.2,20,,0,,0,,0,,0,,0,,0,,0,,20,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Men+,25 to 34 years,% distribution (2021),148.2.4.3,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Men+,25 to 34 years,% distribution (2016),148.2.4.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Men+,25 to 34 years,% change (2016 to 2021),148.2.4.5,75,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,-100,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Men+,35 to 44 years,2021 Counts,148.2.5.1,25,,0,,0,,0,,0,,0,,0,,0,,20,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Men+,35 to 44 years,2016 Counts,148.2.5.2,30,,0,,0,,0,,0,,0,,0,,0,,30,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Men+,35 to 44 years,% distribution (2021),148.2.5.3,100,,0,,0,,0,,0,,0,,0,,0,,80,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Men+,35 to 44 years,% distribution (2016),148.2.5.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Men+,35 to 44 years,% change (2016 to 2021),148.2.5.5,-16.7,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Men+,45 to 54 years,2021 Counts,148.2.6.1,25,,0,,0,,0,,0,,0,,0,,0,,25,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Men+,45 to 54 years,2016 Counts,148.2.6.2,65,,0,,0,,0,,0,,0,,0,,0,,65,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Men+,45 to 54 years,% distribution (2021),148.2.6.3,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Men+,45 to 54 years,% distribution (2016),148.2.6.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Men+,45 to 54 years,% change (2016 to 2021),148.2.6.5,-53.8,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Men+,55 to 64 years,2021 Counts,148.2.7.1,95,,0,,0,,0,,0,,0,,0,,0,,90,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Men+,55 to 64 years,2016 Counts,148.2.7.2,90,,0,,0,,0,,0,,0,,0,,0,,85,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Men+,55 to 64 years,% distribution (2021),148.2.7.3,100,,0,,0,,0,,0,,0,,0,,0,,94.7,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Men+,55 to 64 years,% distribution (2016),148.2.7.4,100,,0,,0,,0,,0,,0,,0,,0,,94.4,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Men+,55 to 64 years,% change (2016 to 2021),148.2.7.5,5.6,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,11.8,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Men+,65 years and over,2021 Counts,148.2.8.1,120,,0,,0,,0,,0,,0,,0,,0,,115,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Men+,65 years and over,2016 Counts,148.2.8.2,105,,0,,0,,0,,0,,0,,0,,0,,105,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Men+,65 years and over,% distribution (2021),148.2.8.3,100,,0,,0,,0,,0,,0,,0,,0,,95.8,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Men+,65 years and over,% distribution (2016),148.2.8.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Men+,65 years and over,% change (2016 to 2021),148.2.8.5,19,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,14.3,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Women+,Total - Age,2021 Counts,148.3.1.1,335,,35,,35,,25,,0,,0,,0,,0,,300,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Women+,Total - Age,2016 Counts,148.3.1.2,380,,55,,40,,40,,0,,0,,0,,0,,330,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Women+,Total - Age,% distribution (2021),148.3.1.3,100,,10.4,,10.4,,7.5,,0,,0,,0,,0,,89.6,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Women+,Total - Age,% distribution (2016),148.3.1.4,100,,14.5,,10.5,,10.5,,0,,0,,0,,0,,86.8,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Women+,Total - Age,% change (2016 to 2021),148.3.1.5,-11.8,,-36.4,,-12.5,,-25,,0,...,0,...,0,...,0,...,-9.1,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Women+,0 to 14 years,2021 Counts,148.3.2.1,15,,0,,0,,0,,0,,0,,0,,0,,15,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Women+,0 to 14 years,2016 Counts,148.3.2.2,40,,10,,10,,10,,0,,0,,0,,0,,25,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Women+,0 to 14 years,% distribution (2021),148.3.2.3,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Women+,0 to 14 years,% distribution (2016),148.3.2.4,100,,25,,25,,25,,0,,0,,0,,0,,62.5,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Women+,0 to 14 years,% change (2016 to 2021),148.3.2.5,-62.5,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,-40,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Women+,15 to 24 years,2021 Counts,148.3.3.1,20,,10,,10,,0,,0,,0,,0,,0,,15,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Women+,15 to 24 years,2016 Counts,148.3.3.2,20,,0,,0,,0,,0,,0,,0,,0,,20,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Women+,15 to 24 years,% distribution (2021),148.3.3.3,100,,50,,50,,0,,0,,0,,0,,0,,75,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Women+,15 to 24 years,% distribution (2016),148.3.3.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Women+,15 to 24 years,% change (2016 to 2021),148.3.3.5,0,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,-100,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Women+,25 to 34 years,2021 Counts,148.3.4.1,30,,0,,0,,0,,0,,0,,0,,0,,25,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Women+,25 to 34 years,2016 Counts,148.3.4.2,25,,10,,0,,0,,0,,0,,0,,0,,10,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Women+,25 to 34 years,% distribution (2021),148.3.4.3,100,,0,,0,,0,,0,,0,,0,,0,,83.3,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Women+,25 to 34 years,% distribution (2016),148.3.4.4,100,,40,,0,,0,,0,,0,,0,,0,,40,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Women+,25 to 34 years,% change (2016 to 2021),148.3.4.5,40,,-100,,0,...,0,...,0,...,0,...,0,...,0,...,-100,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Women+,35 to 44 years,2021 Counts,148.3.5.1,25,,0,,0,,0,,0,,0,,0,,0,,20,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Women+,35 to 44 years,2016 Counts,148.3.5.2,40,,0,,0,,0,,0,,0,,0,,0,,35,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Women+,35 to 44 years,% distribution (2021),148.3.5.3,100,,0,,0,,0,,0,,0,,0,,0,,80,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Women+,35 to 44 years,% distribution (2016),148.3.5.4,100,,0,,0,,0,,0,,0,,0,,0,,87.5,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Women+,35 to 44 years,% change (2016 to 2021),148.3.5.5,-37.5,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Women+,45 to 54 years,2021 Counts,148.3.6.1,40,,0,,0,,0,,0,,0,,0,,0,,40,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Women+,45 to 54 years,2016 Counts,148.3.6.2,60,,0,,0,,0,,0,,0,,0,,0,,55,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Women+,45 to 54 years,% distribution (2021),148.3.6.3,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Women+,45 to 54 years,% distribution (2016),148.3.6.4,100,,0,,0,,0,,0,,0,,0,,0,,91.7,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Women+,45 to 54 years,% change (2016 to 2021),148.3.6.5,-33.3,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Women+,55 to 64 years,2021 Counts,148.3.7.1,65,,0,,0,,0,,0,,0,,0,,0,,65,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Women+,55 to 64 years,2016 Counts,148.3.7.2,95,,20,,15,,15,,0,,0,,0,,0,,75,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Women+,55 to 64 years,% distribution (2021),148.3.7.3,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Women+,55 to 64 years,% distribution (2016),148.3.7.4,100,,21.1,,15.8,,15.8,,0,,0,,0,,0,,78.9,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Women+,55 to 64 years,% change (2016 to 2021),148.3.7.5,-26.3,,-100,,-100,,-100,,0,...,0,...,0,...,0,...,-13.3,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Women+,65 years and over,2021 Counts,148.3.8.1,135,,0,,0,,0,,0,,0,,0,,0,,125,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Women+,65 years and over,2016 Counts,148.3.8.2,115,,0,,0,,0,,0,,0,,0,,0,,110,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Women+,65 years and over,% distribution (2021),148.3.8.3,100,,0,,0,,0,,0,,0,,0,,0,,92.6,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Women+,65 years and over,% distribution (2016),148.3.8.4,100,,0,,0,,0,,0,,0,,0,,0,,95.7,
2021,Milltown-Head of Bay d'Espoir,2021A00051003018,Women+,65 years and over,% change (2016 to 2021),148.3.8.5,17.4,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,23.8,
2021,St. Alban's,2021A00051003019,Total - Gender,Total - Age,2021 Counts,149.1.1.1,1190,,330,,315,,305,,10,,0,,0,,15,,865,
2021,St. Alban's,2021A00051003019,Total - Gender,Total - Age,2016 Counts,149.1.1.2,1185,,305,,290,,290,,0,,0,,0,,15,,880,
2021,St. Alban's,2021A00051003019,Total - Gender,Total - Age,% distribution (2021),149.1.1.3,100,,27.7,,26.5,,25.6,,0.8,,0,,0,,1.3,,72.7,
2021,St. Alban's,2021A00051003019,Total - Gender,Total - Age,% distribution (2016),149.1.1.4,100,,25.7,,24.5,,24.5,,0,,0,,0,,1.3,,74.3,
2021,St. Alban's,2021A00051003019,Total - Gender,Total - Age,% change (2016 to 2021),149.1.1.5,0.4,,8.2,,8.6,,6.9,,0,...,0,...,0,...,-33.3,,-2.3,
2021,St. Alban's,2021A00051003019,Total - Gender,0 to 14 years,2021 Counts,149.1.2.1,125,,50,,50,,50,,0,,0,,0,,0,,75,
2021,St. Alban's,2021A00051003019,Total - Gender,0 to 14 years,2016 Counts,149.1.2.2,145,,70,,70,,70,,0,,0,,0,,0,,70,
2021,St. Alban's,2021A00051003019,Total - Gender,0 to 14 years,% distribution (2021),149.1.2.3,100,,40,,40,,40,,0,,0,,0,,0,,60,
2021,St. Alban's,2021A00051003019,Total - Gender,0 to 14 years,% distribution (2016),149.1.2.4,100,,48.3,,48.3,,48.3,,0,,0,,0,,0,,48.3,
2021,St. Alban's,2021A00051003019,Total - Gender,0 to 14 years,% change (2016 to 2021),149.1.2.5,-17.2,,-28.6,,-28.6,,-28.6,,0,...,0,...,0,...,0,...,7.1,
2021,St. Alban's,2021A00051003019,Total - Gender,15 to 24 years,2021 Counts,149.1.3.1,80,,30,,20,,20,,0,,0,,0,,0,,50,
2021,St. Alban's,2021A00051003019,Total - Gender,15 to 24 years,2016 Counts,149.1.3.2,105,,35,,35,,35,,0,,0,,0,,0,,70,
2021,St. Alban's,2021A00051003019,Total - Gender,15 to 24 years,% distribution (2021),149.1.3.3,100,,37.5,,25,,25,,0,,0,,0,,0,,62.5,
2021,St. Alban's,2021A00051003019,Total - Gender,15 to 24 years,% distribution (2016),149.1.3.4,100,,33.3,,33.3,,33.3,,0,,0,,0,,0,,66.7,
2021,St. Alban's,2021A00051003019,Total - Gender,15 to 24 years,% change (2016 to 2021),149.1.3.5,-23.8,,-14.3,,-28.6,,-42.9,,0,...,0,...,0,...,0,...,-28.6,
2021,St. Alban's,2021A00051003019,Total - Gender,25 to 34 years,2021 Counts,149.1.4.1,25,,0,,0,,0,,0,,0,,0,,0,,20,
2021,St. Alban's,2021A00051003019,Total - Gender,25 to 34 years,2016 Counts,149.1.4.2,55,,15,,15,,15,,0,,0,,0,,0,,40,
2021,St. Alban's,2021A00051003019,Total - Gender,25 to 34 years,% distribution (2021),149.1.4.3,100,,0,,0,,0,,0,,0,,0,,0,,80,
2021,St. Alban's,2021A00051003019,Total - Gender,25 to 34 years,% distribution (2016),149.1.4.4,100,,27.3,,27.3,,27.3,,0,,0,,0,,0,,72.7,
2021,St. Alban's,2021A00051003019,Total - Gender,25 to 34 years,% change (2016 to 2021),149.1.4.5,-54.5,,-100,,-100,,-100,,0,...,0,...,0,...,0,...,-50,
2021,St. Alban's,2021A00051003019,Total - Gender,35 to 44 years,2021 Counts,149.1.5.1,125,,55,,55,,55,,0,,0,,0,,0,,65,
2021,St. Alban's,2021A00051003019,Total - Gender,35 to 44 years,2016 Counts,149.1.5.2,125,,30,,30,,30,,0,,0,,0,,0,,95,
2021,St. Alban's,2021A00051003019,Total - Gender,35 to 44 years,% distribution (2021),149.1.5.3,100,,44,,44,,44,,0,,0,,0,,0,,52,
2021,St. Alban's,2021A00051003019,Total - Gender,35 to 44 years,% distribution (2016),149.1.5.4,100,,24,,24,,24,,0,,0,,0,,0,,76,
2021,St. Alban's,2021A00051003019,Total - Gender,35 to 44 years,% change (2016 to 2021),149.1.5.5,-4,,100,,100,,100,,0,...,0,...,0,...,0,...,-31.6,
2021,St. Alban's,2021A00051003019,Total - Gender,45 to 54 years,2021 Counts,149.1.6.1,200,,45,,45,,45,,0,,0,,0,,0,,160,
2021,St. Alban's,2021A00051003019,Total - Gender,45 to 54 years,2016 Counts,149.1.6.2,245,,65,,60,,60,,0,,0,,0,,0,,175,
2021,St. Alban's,2021A00051003019,Total - Gender,45 to 54 years,% distribution (2021),149.1.6.3,100,,22.5,,22.5,,22.5,,0,,0,,0,,0,,80,
2021,St. Alban's,2021A00051003019,Total - Gender,45 to 54 years,% distribution (2016),149.1.6.4,100,,26.5,,24.5,,24.5,,0,,0,,0,,0,,71.4,
2021,St. Alban's,2021A00051003019,Total - Gender,45 to 54 years,% change (2016 to 2021),149.1.6.5,-16.3,,-30.8,,-25,,-25,,0,...,0,...,0,...,0,...,-8.6,
2021,St. Alban's,2021A00051003019,Total - Gender,55 to 64 years,2021 Counts,149.1.7.1,250,,50,,50,,45,,0,,0,,0,,0,,195,
2021,St. Alban's,2021A00051003019,Total - Gender,55 to 64 years,2016 Counts,149.1.7.2,265,,45,,45,,45,,0,,0,,0,,0,,215,
2021,St. Alban's,2021A00051003019,Total - Gender,55 to 64 years,% distribution (2021),149.1.7.3,100,,20,,20,,18,,0,,0,,0,,0,,78,
2021,St. Alban's,2021A00051003019,Total - Gender,55 to 64 years,% distribution (2016),149.1.7.4,100,,17,,17,,17,,0,,0,,0,,0,,81.1,
2021,St. Alban's,2021A00051003019,Total - Gender,55 to 64 years,% change (2016 to 2021),149.1.7.5,-5.7,,22.2,,22.2,,11.1,,0,...,0,...,0,...,0,...,-7,
2021,St. Alban's,2021A00051003019,Total - Gender,65 years and over,2021 Counts,149.1.8.1,380,,90,,85,,85,,0,,0,,0,,10,,290,
2021,St. Alban's,2021A00051003019,Total - Gender,65 years and over,2016 Counts,149.1.8.2,255,,40,,30,,30,,0,,0,,0,,10,,210,
2021,St. Alban's,2021A00051003019,Total - Gender,65 years and over,% distribution (2021),149.1.8.3,100,,23.7,,22.4,,22.4,,0,,0,,0,,2.6,,76.3,
2021,St. Alban's,2021A00051003019,Total - Gender,65 years and over,% distribution (2016),149.1.8.4,100,,15.7,,11.8,,11.8,,0,,0,,0,,3.9,,82.4,
2021,St. Alban's,2021A00051003019,Total - Gender,65 years and over,% change (2016 to 2021),149.1.8.5,51,,137.5,,183.3,,183.3,,0,...,0,...,0,...,0,,35.7,
2021,St. Alban's,2021A00051003019,Men+,Total - Age,2021 Counts,149.2.1.1,560,,140,,130,,130,,0,,0,,0,,0,,425,
